TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,IMP_MORTDUE,M_MORTDUE,IMP_VALUE,M_VALUE,IMP_YOJ,M_YOJ,IMP_DEROG,M_DEROG,IMP_DELINQ,M_DELINQ,IMP_CLAGE,M_CLAGE,IMP_NINQ,M_NINQ,IMP_CLNO,M_CLNO,IMP_DEBTINC,M_DEBTINC,FLAG.Job.Mgr,FLAG.Job.Office,FLAG.Job.Other,FLAG.Job.ProfExe,FLAG.Job.Sales,FLAG.Job.Self,FLAG.Reason.DebtCon,FLAG.Reason.HomeImp
0,0,31742.35,79554,0,118553,0,6.1,0,1,0,0,0,183.2,0,2,0,25,0,41.88,0,0,0,0,0,1,0,0,1
0,0,19974.86,66000,0,53725,0,11.4,0,0,1,0,0,266.7,0,4,0,21,1,31.32,0,0,0,0,0,0,1,0,1
0,0,24365.52,94964,0,77435,0,14.7,0,0,1,0,0,185.0,0,5,0,33,0,26.48,0,0,0,1,0,0,0,0,1
0,0,13911.37,80143,0,123048,0,14.0,0,0,0,1,0,180.0,1,0,0,21,0,41.11,0,0,0,0,0,0,1,0,1
1,12442.77,16193.48,95727,0,109874,0,2.0,0,0,1,1,0,100.7,0,0,0,12,0,33.0,1,0,0,0,0,1,0,1,0
0,0,3361.96,49028,0,48281,0,7.8,0,0,0,0,0,174.1,0,2,0,9,0,43.17,0,0,0,0,1,0,0,1,0
0,0,30580.0,97927,0,123537,0,5.0,0,0,0,2,0,300.1,0,0,0,36,0,28.13,0,1,0,0,0,0,0,0,1
0,0,30503.16,73000,1,29113,0,8.2,0,0,1,0,0,171.6,0,0,0,29,0,36.58,0,1,0,0,0,0,0,0,1
0,0,16443.62,114836,0,170241,0,20.5,0,1,0,0,1,94.3,0,1,0,24,0,42.29,0,0,0,1,0,0,0,0,1
0,0,27140.26,73000,1,106106,0,0.9,0,0,0,0,0,171.2,0,1,0,7,0,45.61,0,0,0,0,0,1,0,1,0
0,0,30025.9,63000,0,157251,0,11.9,0,1,0,0,0,180.0,1,0,0,12,0,33.93,0,0,0,0,0,0,1,1,0
0,0,23238.07,83705,0,134549,0,0.1,0,0,0,1,0,228.5,0,0,0,22,0,37.94,0,0,0,0,0,0,1,0,1
0,0,18857.49,21192,0,148754,0,1.2,0,0,0,0,1,180.0,1,1,0,21,1,20.84,0,1,0,0,0,0,0,1,0
0,0,26185.11,94864,0,98774,0,2.2,0,0,0,1,0,10.0,0,2,0,31,0,40.81,0,0,0,0,1,0,0,1,0
1,10164.82,4357.72,80701,0,191451,0,7.6,0,1,0,1,0,180.0,1,0,0,21,0,33.0,1,0,0,1,0,0,0,0,1
0,0,8905.25,66533,0,167727,0,4.3,0,0,1,0,0,115.2,0,2,0,6,0,39.5,0,0,0,0,0,1,0,1,0
0,0,36171.01,93185,0,62716,0,7.4,0,0,0,0,0,256.2,0,3,0,0,0,44.17,0,0,1,0,0,0,0,0,1
0,0,26173.1,25570,0,118053,0,0.3,0,2,0,0,0,280.9,0,0,0,9,0,21.15,0,0,0,0,0,1,0,1,0
0,0,23443.12,118156,0,0,0,3.8,0,0,0,0,0,40.2,0,4,0,23,0,40.3,0,1,0,0,0,0,0,1,0
0,0,18692.51,115952,0,101000,1,11.2,0,0,0,3,0,271.2,0,2,0,10,0,33.0,1,0,1,0,0,0,0,1,0
1,418.67,18651.38,74480,0,101000,1,5.5,0,0,0,1,0,285.6,0,0,0,33,0,31.64,0,0,0,0,0,1,0,1,0
0,0,23897.86,84811,0,165921,0,5.7,0,0,1,0,0,233.4,0,2,0,29,0,37.36,0,0,0,0,1,0,0,1,0
0,0,22552.4,60521,0,53745,0,5.2,0,0,1,0,0,178.7,0,0,0,14,0,32.92,0,0,1,0,0,0,0,0,1
0,0,7347.1,93011,0,90382,0,11.9,0,0,1,1,0,244.5,0,1,1,25,0,39.65,0,0,1,0,0,0,0,0,1
0,0,37973.6,90876,0,118976,0,7.8,0,0,0,0,0,236.8,0,1,1,18,0,33.0,1,0,0,0,0,0,1,0,1
0,0,20777.43,58781,0,123007,0,9.0,1,0,0,1,0,89.3,0,1,0,21,1,33.0,1,0,0,1,0,0,0,1,0
0,0,16237.68,73000,1,139761,0,8.1,0,1,0,0,0,237.6,0,0,0,11,0,22.38,0,1,0,0,0,0,0,1,0
0,0,34455.98,54625,0,104387,0,9.0,1,1,0,2,0,327.4,0,0,0,29,0,33.0,1,0,0,0,0,0,1,0,1
0,0,24651.02,117561,0,45512,0,12.7,0,0,0,1,0,276.0,0,1,1,22,0,36.49,0,0,0,1,0,0,0,0,1
0,0,19115.78,58878,0,134199,0,6.0,0,0,0,3,0,269.6,0,0,0,9,0,25.78,0,1,0,0,0,0,0,0,1
0,0,21776.83,62264,0,90166,0,15.6,0,0,0,0,0,236.2,0,2,0,29,0,33.0,1,0,0,0,0,1,0,1,0
0,0,27844.96,38686,0,73179,0,1.2,0,0,1,1,0,163.5,0,2,0,10,0,47.26,0,0,0,0,1,0,0,0,1
0,0,37366.87,37644,0,111458,0,13.8,0,1,0,2,0,243.1,0,3,0,16,0,27.48,0,0,0,0,0,0,1,0,1
0,0,19578.36,88059,0,121804,0,12.0,0,2,0,1,0,162.8,0,4,0,27,0,33.0,1,0,0,1,0,0,0,0,1
0,0,10386.53,83050,0,161170,0,9.0,1,1,0,0,0,128.0,0,1,0,21,0,16.7,0,1,0,0,0,0,0,1,0
0,0,16849.69,1943,0,27715,0,0.4,0,1,0,0,0,234.1,0,0,0,12,0,37.71,0,0,0,0,0,1,0,0,1
1,16488.35,30837.18,89646,0,165655,0,8.2,0,0,0,0,0,200.5,0,3,0,8,0,34.49,0,0,0,0,0,0,1,0,1
0,0,15798.32,146172,0,21458,0,7.4,0,0,1,0,1,145.1,0,0,0,25,0,30.89,0,0,1,0,0,0,0,1,0
0,0,23834.29,160471,0,71859,0,8.1,0,1,0,1,0,99.3,0,0,0,21,0,37.54,0,0,1,0,0,0,0,1,0
0,0,7498.52,147045,0,138158,0,11.9,0,0,0,0,0,273.1,0,6,0,24,0,33.91,0,0,0,0,0,1,0,1,0
0,0,22584.11,41657,0,125006,0,16.8,0,0,0,1,0,0.4,0,1,0,2,0,35.99,0,0,0,1,0,0,0,0,1
0,0,18742.82,57353,0,32067,0,28.3,0,1,0,0,0,162.2,0,1,0,0,0,19.05,0,0,0,0,0,0,1,0,1
0,0,21415.35,64342,0,48048,0,8.8,0,0,0,0,0,109.6,0,2,0,22,0,34.36,0,0,1,0,0,0,0,0,1
0,0,31830.45,72718,0,35877,0,14.0,0,0,0,0,0,200.0,0,1,0,23,0,33.0,1,0,0,0,1,0,0,0,1
0,0,35012.4,73000,1,78238,0,9.0,1,0,1,0,0,180.0,1,3,0,21,0,22.73,0,0,0,0,0,0,1,0,1
1,8609.2,16733.07,86332,0,53326,0,17.0,0,1,0,0,1,191.3,0,1,1,8,0,40.11,0,0,0,0,1,0,0,0,1
1,12418.52,30722.24,91331,0,159824,0,10.1,0,0,0,1,0,322.9,0,0,0,8,0,34.14,0,1,0,0,0,0,0,1,0
0,0,39266.69,73000,1,77119,0,16.8,0,0,0,1,0,161.9,0,2,0,13,0,25.49,0,0,0,0,0,0,1,0,1
0,0,31353.55,6943,0,120045,0,2.1,0,0,0,0,1,51.8,0,0,0,3,0,27.77,0,0,0,0,1,0,0,1,0
0,0,28197.89,31763,0,99296,0,7.4,0,1,0,0,0,54.6,0,0,0,27,0,29.13,0,0,0,0,1,0,0,0,1
0,0,16457.44,106267,0,71179,0,11.2,0,0,0,2,0,208.4,0,2,0,2,0,40.4,0,0,0,0,0,0,1,1,0
0,0,1081.4,82411,0,122637,0,3.8,0,0,0,2,0,180.0,1,0,0,6,0,34.73,0,0,0,0,1,0,0,1,0
0,0,12365.71,95823,0,156803,0,13.2,0,1,0,0,0,119.5,0,1,0,18,0,37.05,0,0,0,0,0,1,0,0,1
0,0,28520.64,14013,0,148520,0,6.7,0,1,0,1,0,208.6,0,3,0,28,0,34.56,0,0,0,0,0,0,1,0,1
0,0,5782.12,12471,0,154364,0,5.9,0,0,1,1,0,180.0,1,2,0,21,0,38.14,0,0,0,0,1,0,0,0,1
0,0,32815.47,71141,0,30483,0,9.1,0,0,0,0,1,235.4,0,1,0,24,0,33.0,1,0,1,0,0,0,0,0,1
1,14381.86,1359.78,73941,0,66719,0,17.1,0,1,0,0,0,108.9,0,0,0,12,0,39.22,0,0,0,0,0,0,1,1,0
0,0,29045.18,137735,0,27675,0,6.2,0,0,0,1,0,321.0,0,0,0,22,0,39.91,0,0,0,1,0,0,0,1,0
0,0,27068.86,73000,1,79381,0,11.3,0,0,1,1,0,190.0,0,1,1,7,0,31.52,0,0,0,0,0,1,0,1,0
0,0,23626.87,5148,0,26927,0,5.1,0,0,0,1,0,269.7,0,1,0,16,0,33.46,0,0,1,0,0,0,0,0,1
0,0,17207.45,95444,0,84061,0,14.5,0,0,0,3,0,281.2,0,2,0,21,0,33.0,1,0,0,0,1,0,0,0,1
1,13874.94,30873.99,37504,0,78579,0,9.8,0,1,0,1,0,256.2,0,5,0,2,0,18.5,0,0,0,0,0,1,0,1,0
0,0,37063.84,104185,0,187659,0,11.6,0,1,0,0,0,109.2,0,0,0,37,0,31.03,0,0,0,0,1,0,0,0,1
0,0,26058.57,76681,0,101000,1,3.8,0,2,0,0,0,262.0,0,4,0,31,0,36.21,0,0,0,0,0,1,0,0,1
1,6380.21,32622.34,87442,0,79130,0,5.0,0,1,0,1,0,311.1,0,1,0,17,0,48.29,0,0,0,0,0,0,1,0,1
0,0,2019.76,108476,0,108926,0,11.8,0,0,1,0,0,188.4,0,0,0,17,0,31.4,0,0,0,0,0,1,0,1,0
0,0,22408.52,18836,0,68804,0,4.6,0,0,1,1,0,136.7,0,2,0,22,0,40.13,0,0,0,1,0,0,0,0,1
0,0,11307.01,101324,0,26837,0,4.3,0,0,0,0,0,239.3,0,1,0,40,0,28.76,0,1,0,0,0,0,0,0,1
0,0,29464.2,98422,0,57066,0,3.7,0,0,0,2,0,353.2,0,1,0,35,0,33.0,1,1,0,0,0,0,0,0,1
0,0,30124.64,127512,0,27792,0,3.1,0,0,0,2,0,211.5,0,1,0,21,1,36.86,0,1,0,0,0,0,0,1,0
0,0,14312.92,51680,0,109283,0,4.1,0,2,0,0,0,303.8,0,0,0,25,0,33.42,0,1,0,0,0,0,0,0,1
1,9182.22,19079.72,73000,1,113087,0,7.4,0,0,0,1,0,167.3,0,1,0,13,0,29.18,0,0,0,0,1,0,0,0,1
0,0,19733.66,43252,0,153422,0,18.1,0,1,0,0,0,170.9,0,3,0,29,0,25.65,0,1,0,0,0,0,0,1,0
0,0,12029.72,97681,0,30496,0,0.5,0,0,0,0,0,180.0,1,2,0,4,0,27.88,0,0,0,0,0,0,1,0,1
0,0,32379.13,76066,0,54787,0,1.5,0,0,0,1,0,104.1,0,4,0,10,0,31.11,0,0,0,0,0,0,1,1,0
1,10530.32,35941.09,82409,0,190693,0,11.7,0,0,0,0,0,196.6,0,2,0,25,0,44.47,0,0,1,0,0,0,0,1,0
0,0,10231.67,126137,0,156280,0,9.0,1,0,0,0,0,180.0,1,3,0,6,0,31.32,0,0,0,0,0,1,0,0,1
1,3085.16,28158.78,88070,0,102199,0,0.1,0,1,0,0,0,180.0,1,0,0,24,0,33.0,1,1,0,0,0,0,0,1,0
0,0,29238.41,90340,0,104152,0,2.8,0,0,0,0,0,190.8,0,2,0,17,0,33.0,1,0,0,0,1,0,0,1,0
0,0,28287.81,104796,0,162529,0,5.8,0,0,0,0,0,141.0,0,0,0,13,0,40.16,0,0,0,1,0,0,0,0,1
0,0,37122.31,140216,0,116243,0,5.0,0,0,0,0,0,199.8,0,2,0,29,0,24.99,0,0,0,0,0,0,1,1,0
1,8197.73,8011.91,123916,0,44292,0,9.0,1,0,0,0,1,232.0,0,1,1,15,0,35.3,0,0,0,0,0,0,1,1,0
0,0,25368.76,130576,0,132197,0,7.2,0,1,0,2,0,207.1,0,0,0,2,0,39.71,0,1,0,0,0,0,0,1,0
0,0,19750.42,129674,0,12528,0,9.0,1,0,1,0,0,129.8,0,3,0,11,0,33.0,1,0,1,0,0,0,0,0,1
0,0,21366.66,75577,0,75455,0,7.5,0,0,1,0,0,180.0,1,1,0,28,0,26.79,0,0,0,0,1,0,0,0,1
0,0,10196.27,109840,0,97063,0,14.0,0,0,0,2,0,309.9,0,1,1,24,0,40.93,0,0,0,0,0,1,0,0,1
0,0,1662.78,32623,0,55918,0,10.0,0,0,1,1,0,238.9,0,1,1,17,0,33.0,1,0,0,0,1,0,0,0,1
0,0,10711.6,151766,0,95238,0,4.6,0,0,0,2,0,120.1,0,0,0,17,0,33.0,1,0,0,0,1,0,0,1,0
0,0,29283.91,45689,0,95474,0,21.4,0,1,0,1,0,170.6,0,1,1,1,0,34.57,0,0,0,0,0,0,1,1,0
0,0,38409.52,132515,0,119720,0,9.4,0,0,0,1,0,10.0,0,1,0,12,0,33.0,1,0,0,1,0,0,0,0,1
0,0,6235.9,25383,0,56630,0,6.5,0,1,0,1,0,236.9,0,2,0,32,0,42.29,0,1,0,0,0,0,0,1,0
1,18186.58,24394.35,117854,0,86774,0,3.1,0,1,0,2,0,197.9,0,3,0,36,0,22.41,0,0,0,0,0,1,0,0,1
0,0,13770.2,45923,0,49492,0,11.0,0,0,1,0,0,180.0,1,0,0,22,0,29.16,0,1,0,0,0,0,0,1,0
0,0,14020.23,42381,0,61009,0,5.6,0,0,0,2,0,93.5,0,1,1,38,0,38.82,0,0,0,0,0,1,0,0,1
1,20673.68,12397.5,0,0,60482,0,7.8,0,1,0,0,0,204.8,0,3,0,20,0,40.17,0,0,0,0,0,0,1,0,1
1,12430.7,21908.1,88048,0,142473,0,10.8,0,0,0,3,0,176.0,0,0,0,4,0,39.9,0,0,1,0,0,0,0,0,1
0,0,35497.04,73000,1,108303,0,7.8,0,0,1,2,0,215.6,0,5,0,15,0,32.71,0,0,0,0,1,0,0,0,1
0,0,26121.89,90199,0,125181,0,9.0,0,0,0,2,0,183.2,0,1,0,32,0,33.0,1,0,1,0,0,0,0,0,1
0,0,5841.35,59581,0,101000,1,16.8,0,0,0,0,1,152.8,0,3,0,14,0,34.78,0,0,0,0,0,1,0,0,1
0,0,23335.9,23474,0,156113,0,1.5,0,0,0,1,0,169.0,0,0,0,19,0,33.0,1,1,0,0,0,0,0,0,1
0,0,31899.64,108820,0,191606,0,4.7,0,0,0,0,0,80.9,0,1,1,19,0,33.0,1,0,0,0,0,0,1,1,0
0,0,17290.44,117539,0,60394,0,12.0,0,0,0,0,0,291.4,0,3,0,14,0,47.7,0,1,0,0,0,0,0,0,1
0,0,35604.03,81112,0,144383,0,17.4,0,0,0,0,0,99.4,0,3,0,23,0,25.32,0,1,0,0,0,0,0,1,0
1,10522.72,19795.23,19622,0,131145,0,12.1,0,1,0,0,0,115.2,0,0,0,19,0,33.0,1,1,0,0,0,0,0,1,0
0,0,9725.65,151154,0,104600,0,9.0,1,0,0,0,1,79.7,0,2,0,13,0,35.83,0,0,0,0,0,1,0,0,1
1,10297.81,25564.62,73000,1,99842,0,6.7,0,0,0,0,0,139.9,0,2,0,21,0,34.45,0,0,0,0,0,0,1,0,1
0,0,29314.83,96342,0,80815,0,9.0,1,1,0,0,0,180.0,1,1,0,17,0,22.69,0,0,0,0,1,0,0,0,1
1,15861.72,8615.47,81519,0,132270,0,4.6,0,1,0,1,0,170.1,0,5,0,22,0,33.0,1,1,0,0,0,0,0,1,0
0,0,10280.95,13675,0,95412,0,3.2,0,0,0,2,0,236.8,0,5,0,29,0,38.08,0,1,0,0,0,0,0,0,1
0,0,39802.23,104065,0,110548,0,14.1,0,1,0,1,0,154.2,0,1,1,23,0,35.99,0,0,0,0,0,1,0,1,0
1,6224.87,8542.03,0,0,86223,0,8.2,0,0,0,1,0,269.1,0,0,0,16,0,33.0,1,0,1,0,0,0,0,0,1
0,0,1893.83,84828,0,42517,0,0.5,0,0,0,0,0,295.2,0,1,0,15,0,33.0,1,0,1,0,0,0,0,1,0
0,0,14622.85,73706,0,139554,0,12.6,0,0,0,0,0,169.7,0,3,0,22,0,33.0,1,0,0,0,0,1,0,0,1
0,0,30443.56,122042,0,84930,0,9.9,0,1,0,2,0,25.0,0,3,0,7,0,34.94,0,0,0,0,0,0,1,0,1
0,0,12382.84,149192,0,131214,0,4.7,0,0,0,0,0,89.8,0,1,0,17,0,33.0,1,0,0,0,0,1,0,0,1
0,0,19626.46,0,0,71592,0,9.0,1,0,0,0,0,56.8,0,0,0,22,0,24.36,0,0,1,0,0,0,0,0,1
0,0,8649.99,91233,0,163764,0,11.4,0,0,0,1,0,180.0,1,2,0,0,0,52.84,0,0,0,0,0,0,1,0,1
0,0,2194.73,95932,0,126742,0,5.3,0,1,0,0,0,250.9,0,2,0,13,0,39.61,0,0,0,1,0,0,0,0,1
0,0,9665.69,109619,0,8162,0,4.7,0,0,0,1,0,235.8,0,4,0,32,0,50.33,0,0,1,0,0,0,0,0,1
0,0,9644.43,60486,0,62204,0,20.1,0,0,1,0,1,100.9,0,0,0,18,0,40.0,0,0,0,0,0,0,1,0,1
0,0,9744.06,76448,0,85232,0,6.4,0,0,1,0,0,153.8,0,1,0,21,1,29.88,0,0,1,0,0,0,0,0,1
0,0,13684.59,38914,0,112487,0,8.1,0,0,0,0,0,204.8,0,1,1,30,0,31.47,0,0,0,0,0,0,1,1,0
0,0,31020.62,73000,1,105631,0,4.7,0,1,0,0,0,52.6,0,1,1,16,0,37.49,0,0,0,1,0,0,0,0,1
1,2088.85,6337.14,37573,0,172543,0,14.8,0,1,0,1,0,90.3,0,2,0,31,0,32.31,0,0,0,1,0,0,0,0,1
0,0,32067.5,47066,0,165805,0,21.2,0,2,0,1,0,97.0,0,1,1,4,0,28.98,0,0,1,0,0,0,0,1,0
0,0,6113.99,93746,0,163563,0,0.2,0,0,0,0,1,214.2,0,4,0,28,0,37.01,0,0,0,0,1,0,0,0,1
0,0,39808.92,26013,0,104116,0,10.3,0,1,0,2,0,180.0,1,0,0,30,0,29.28,0,0,0,0,0,1,0,1,0
0,0,7742.08,93112,0,130785,0,9.0,1,0,0,0,1,167.3,0,1,1,27,0,33.0,1,0,0,0,0,0,1,0,1
0,0,21768.01,77322,0,55476,0,11.0,0,1,0,0,0,408.3,0,2,0,21,1,35.18,0,0,0,0,0,0,1,0,1
0,0,26649.44,86573,0,112901,0,10.4,0,1,0,0,0,200.0,0,3,0,9,0,28.83,0,1,0,0,0,0,0,0,1
1,8634.83,7052.47,157255,0,73586,0,10.5,0,1,0,1,0,153.3,0,3,0,38,0,46.76,0,0,0,0,0,1,0,1,0
0,0,37648.15,70851,0,123843,0,8.7,0,0,0,0,0,196.9,0,0,0,9,0,45.59,0,0,0,0,0,1,0,0,1
1,3732.49,23270.69,129545,0,122175,0,14.3,0,0,0,0,0,139.0,0,0,0,32,0,33.0,1,0,1,0,0,0,0,0,1
0,0,31832.84,0,0,74492,0,7.7,0,0,0,0,0,79.8,0,1,0,25,0,45.73,0,0,0,0,0,1,0,0,1
1,7921.25,25859.66,61833,0,110827,0,21.0,0,0,0,0,0,362.0,0,3,0,11,0,35.43,0,0,0,0,0,0,1,1,0
1,18802.75,6819.4,11492,0,64535,0,8.1,0,0,0,0,0,66.1,0,1,0,22,0,33.0,1,1,0,0,0,0,0,1,0
0,0,25698.34,70733,0,78845,0,24.8,0,0,0,1,0,212.3,0,2,0,28,0,33.0,1,0,1,0,0,0,0,0,1
0,0,37095.7,87415,0,128234,0,7.1,0,1,0,1,0,58.3,0,1,0,28,0,20.16,0,0,0,1,0,0,0,1,0
1,297.23,12093.57,88019,0,34910,0,8.5,0,0,0,1,0,236.6,0,0,0,13,0,33.0,1,0,0,0,0,0,1,1,0
0,0,9370.11,46149,0,48462,0,7.7,0,0,0,1,0,226.3,0,0,0,29,0,33.44,0,0,0,0,0,0,1,1,0
1,3419.5,39613.9,82101,0,63313,0,12.1,0,0,0,0,1,137.4,0,0,0,28,0,33.81,0,0,0,1,0,0,0,0,1
0,0,34698.15,3355,0,75178,0,0.2,0,0,0,1,0,252.6,0,0,0,15,0,27.09,0,1,0,0,0,0,0,0,1
0,0,27405.67,111579,0,100465,0,9.2,0,1,0,0,0,270.7,0,2,0,21,1,50.37,0,0,0,0,0,1,0,1,0
1,6681.5,16546.9,87677,0,123581,0,11.2,0,0,0,0,0,192.6,0,2,0,18,0,33.0,1,0,0,0,1,0,0,1,0
0,0,38782.24,81765,0,73020,0,27.0,0,0,1,1,0,270.3,0,1,0,16,0,25.21,0,0,0,0,1,0,0,1,0
0,0,22889.06,0,0,259815,0,5.8,0,0,0,2,0,103.6,0,1,1,29,0,33.0,1,1,0,0,0,0,0,0,1
0,0,17596.98,132872,0,71968,0,17.2,0,1,0,1,0,179.8,0,2,0,0,0,27.81,0,0,0,0,0,0,1,0,1
0,0,13286.83,41987,0,39644,0,9.0,1,1,0,0,0,88.6,0,2,0,9,0,41.19,0,1,0,0,0,0,0,0,1
0,0,22705.14,90752,0,63592,0,12.6,0,0,0,1,0,185.5,0,2,0,19,0,12.17,0,0,0,0,0,1,0,1,0
0,0,18396.65,135801,0,107526,0,9.9,0,0,1,0,0,200.9,0,1,1,25,0,32.04,0,0,0,0,0,0,1,0,1
1,100.11,37304.66,64869,0,176643,0,4.7,0,0,0,0,0,197.4,0,0,0,46,0,29.92,0,0,0,0,0,0,1,1,0
0,0,34204.62,0,0,186798,0,2.5,0,0,0,0,0,13.9,0,1,0,21,1,33.0,1,1,0,0,0,0,0,0,1
0,0,17332.72,47691,0,161313,0,12.4,0,1,0,1,0,54.3,0,0,0,21,0,28.09,0,0,0,0,1,0,0,0,1
0,0,39962.88,28040,0,37736,0,10.4,0,0,0,0,1,143.7,0,1,0,14,0,31.07,0,0,0,0,0,0,1,1,0
0,0,15718.09,145368,0,165813,0,3.6,0,0,0,2,0,51.4,0,0,0,15,0,31.61,0,0,0,1,0,0,0,1,0
1,1678.79,1452.99,67112,0,120969,0,11.3,0,0,0,0,0,251.0,0,3,0,23,0,42.74,0,0,1,0,0,0,0,0,1
0,0,6902.21,18850,0,40811,0,9.0,1,0,1,0,0,317.2,0,4,0,5,0,33.0,1,0,1,0,0,0,0,0,1
1,12915.11,9320.41,56956,0,7295,0,14.2,0,0,1,0,1,319.0,0,2,0,17,0,35.57,0,1,0,0,0,0,0,1,0
0,0,11670.4,82741,0,55603,0,8.1,0,0,1,0,0,166.9,0,1,0,20,0,41.09,0,0,1,0,0,0,0,1,0
0,0,18271.19,73725,0,113194,0,6.3,0,1,0,1,0,69.3,0,2,0,17,0,22.98,0,0,0,1,0,0,0,0,1
0,0,27858.88,96845,0,71231,0,9.7,0,0,0,0,0,148.7,0,2,0,21,0,36.77,0,0,0,0,1,0,0,1,0
0,0,24244.26,78414,0,58585,0,6.6,0,0,1,0,0,126.1,0,1,1,35,0,34.81,0,0,0,1,0,0,0,0,1
1,5535.41,12439.38,45346,0,131593,0,8.5,0,0,0,2,0,180.0,1,2,0,13,0,33.29,0,0,0,0,0,1,0,0,1
0,0,13032.33,61143,0,129847,0,12.6,0,0,0,1,0,14.5,0,2,0,31,0,27.26,0,0,1,0,0,0,0,1,0
1,13626.38,37344.7,94837,0,114912,0,6.2,0,0,0,0,0,139.4,0,0,0,23,0,33.78,0,0,0,0,0,1,0,0,1
0,0,21165.71,71178,0,171743,0,9.0,1,0,0,1,0,224.4,0,1,0,1,0,22.22,0,1,0,0,0,0,0,0,1
0,0,39774.42,46762,0,120112,0,19.1,0,0,1,0,0,169.0,0,1,0,30,0,33.04,0,0,0,0,0,0,1,1,0
0,0,11324.36,60443,0,92530,0,12.3,0,0,0,0,0,205.1,0,1,0,18,0,40.2,0,0,1,0,0,0,0,1,0
0,0,3991.45,89731,0,123736,0,7.1,0,1,0,0,0,191.1,0,0,0,28,0,27.11,0,0,1,0,0,0,0,0,1
1,27653.08,8473.5,23537,0,34625,0,6.4,0,0,0,1,0,315.7,0,2,0,21,0,45.67,0,0,0,1,0,0,0,1,0
0,0,35857.98,69043,0,105932,0,14.9,0,0,1,0,1,243.8,0,0,0,31,0,36.44,0,0,0,1,0,0,0,0,1
0,0,17672.4,85609,0,73526,0,17.7,0,1,0,0,0,175.1,0,2,0,7,0,38.32,0,0,0,0,0,0,1,0,1
0,0,29678.3,108253,0,57862,0,5.9,0,1,0,0,1,253.8,0,1,0,13,0,33.0,1,0,0,0,1,0,0,1,0
1,5046.72,4492.13,65859,0,40764,0,8.9,0,1,0,0,0,88.4,0,0,0,19,0,27.93,0,0,1,0,0,0,0,1,0
0,0,21166.16,60325,0,99681,0,10.8,0,0,1,0,1,356.8,0,0,0,28,0,21.71,0,0,0,0,0,1,0,0,1
0,0,5746.41,70188,0,113054,0,4.9,0,1,0,1,0,153.2,0,2,0,22,0,18.96,0,0,0,0,0,1,0,1,0
1,11903.24,13063.87,108600,0,56344,0,13.5,0,0,1,1,0,105.6,0,3,0,0,0,33.0,1,0,0,0,0,0,1,1,0
0,0,38925.32,52462,0,101000,1,0.4,0,0,1,2,0,267.6,0,1,0,39,0,19.37,0,0,0,0,0,1,0,0,1
1,4785.01,24991.85,13567,0,73588,0,7.3,0,0,0,0,0,110.2,0,1,1,22,0,41.49,0,0,0,0,0,0,1,0,1
0,0,3833.27,73000,1,116524,0,2.0,0,0,1,0,0,322.6,0,4,0,22,0,25.49,0,0,0,0,0,1,0,1,0
0,0,12806.3,142174,0,142933,0,5.7,0,0,0,0,0,257.8,0,0,0,22,0,33.0,1,1,0,0,0,0,0,1,0
0,0,32092.15,75903,0,113145,0,11.4,0,1,0,1,0,79.2,0,1,1,12,0,7.54,0,0,0,1,0,0,0,0,1
0,0,5104.2,15923,0,78540,0,16.2,0,0,1,0,0,159.2,0,3,0,21,0,29.2,0,0,0,1,0,0,0,0,1
0,0,3060.8,52214,0,117967,0,4.0,0,0,0,0,0,231.8,0,0,0,8,0,33.0,1,0,0,1,0,0,0,0,1
0,0,6313.74,38216,0,122614,0,10.9,0,0,1,0,0,267.8,0,3,0,28,0,33.0,1,0,0,0,0,0,1,1,0
0,0,17668.74,3727,0,142123,0,10.8,0,0,0,0,1,29.5,0,2,0,32,0,33.27,0,0,0,0,0,0,1,1,0
0,0,23386.1,48957,0,166582,0,1.4,0,0,0,0,0,159.9,0,0,0,16,0,34.77,0,0,0,0,0,0,1,1,0
0,0,8885.2,58288,0,70739,0,7.8,0,1,0,1,0,135.6,0,1,1,26,0,29.53,0,0,0,1,0,0,0,0,1
0,0,30793.69,89243,0,64490,0,21.9,0,1,0,0,0,87.4,0,1,0,14,0,33.0,1,0,1,0,0,0,0,0,1
0,0,32113.95,105035,0,127948,0,9.0,1,0,0,1,0,256.4,0,2,0,14,0,33.0,1,1,0,0,0,0,0,1,0
0,0,13998.95,74871,0,79680,0,7.7,0,0,0,1,0,200.8,0,2,0,21,1,29.83,0,0,0,0,0,0,1,0,1
1,12457.32,28405.19,102451,0,171712,0,10.7,0,1,0,0,1,181.4,0,1,0,13,0,35.65,0,0,1,0,0,0,0,0,1
0,0,28285.81,73000,1,83735,0,14.8,0,1,0,0,0,102.1,0,0,0,18,0,33.0,1,0,0,0,1,0,0,1,0
0,0,19084.13,0,0,68403,0,7.9,0,0,0,1,0,184.8,0,0,0,21,1,33.0,1,0,0,1,0,0,0,1,0
0,0,35253.19,24077,0,31351,0,9.0,1,0,0,0,0,256.9,0,1,0,30,0,31.12,0,0,0,1,0,0,0,0,1
1,17841.96,15092.49,85633,0,107760,0,0.1,0,0,0,0,1,98.5,0,1,1,10,0,33.48,0,0,0,0,0,0,1,1,0
0,0,38300.25,45756,0,51187,0,15.6,0,0,1,0,0,184.8,0,1,0,27,0,37.96,0,0,0,1,0,0,0,1,0
